Start Year,End Year,Scaling,Regularization,Alpha,Features Removed,MSE,R-Squared,Accuracy,Model Name
2019,2023,False,ridge,0.01,True,72.31491963310154,0.2067695988566849,65.63,model_2019_2023_unscaled_ridge_0.01_features_removed
2019,2023,False,,,True,72.31531961281172,0.2067652114347316,65.63,model_2019_2023_unscaled_none_0_features_removed
2019,2023,True,,,True,72.31531961281186,0.20676521143473003,65.63,model_2019_2023_scaled_none_0_features_removed
2014,2023,False,lasso,0.1,False,78.94259907212792,0.21182570150239366,65.63,model_2014_2023_unscaled_lasso_0.1_features_included
2023,2023,True,lasso,0.01,False,86.4131445203454,0.11666127199262177,65.63,model_2023_2023_scaled_lasso_0.01_features_included
2019,2023,False,elasticnet,100.0,True,72.5943853028037,0.2037041088249133,65.62666666666667,model_2019_2023_unscaled_elasticnet_100_features_removed
2022,2023,False,lasso,10.0,True,82.61783565405095,0.16998980003396014,65.62333333333333,model_2022_2023_unscaled_lasso_10_features_removed
2019,2023,False,lasso,1.0,True,70.04221476114095,0.2316991515190162,65.62,model_2019_2023_unscaled_lasso_1_features_removed
2014,2023,True,elasticnet,1.0,False,79.2473082338654,0.2087834412700088,65.62,model_2014_2023_scaled_elasticnet_1_features_included
2019,2023,False,elasticnet,10.0,False,69.25552861582035,0.24032839939473272,65.61333333333333,model_2019_2023_unscaled_elasticnet_10_features_included
2022,2023,False,lasso,100.0,True,86.7205593745232,0.12877227710230454,65.58666666666667,model_2022_2023_unscaled_lasso_100_features_removed
2022,2023,False,lasso,100.0,False,86.72058336507048,0.128772036084142,65.58666666666667,model_2022_2023_unscaled_lasso_100_features_included
2023,2023,True,ridge,10.0,True,87.6870969122582,0.10363858323779618,65.53333333333333,model_2023_2023_scaled_ridge_10_features_removed
2023,2023,False,elasticnet,1.0,True,85.91019674017994,0.12180254135449398,65.52333333333334,model_2023_2023_unscaled_elasticnet_1_features_removed
2019,2023,True,ridge,10.0,True,71.42660944705716,0.2165135721445034,65.52,model_2019_2023_scaled_ridge_10_features_removed
2023,2023,True,ridge,0.1,False,92.42668312079918,0.05518924053683494,65.52,model_2023_2023_scaled_ridge_0.1_features_included
2019,2023,True,elasticnet,0.01,True,71.17664385035151,0.2192554725926107,65.51333333333332,model_2019_2023_scaled_elasticnet_0.01_features_removed
2019,2023,False,elasticnet,0.1,True,71.18197025714018,0.21919704664378759,65.51,model_2019_2023_unscaled_elasticnet_0.1_features_removed
2019,2023,False,lasso,0.01,True,71.9558182474103,0.21070862191953554,65.50999999999999,model_2019_2023_unscaled_lasso_0.01_features_removed
2019,2023,False,elasticnet,0.01,True,72.01230386658823,0.21008902487667558,65.50999999999999,model_2019_2023_unscaled_elasticnet_0.01_features_removed
2019,2023,False,ridge,10.0,True,72.17486975671714,0.20830582153643207,65.50999999999999,model_2019_2023_unscaled_ridge_10_features_removed
2014,2023,False,elasticnet,1.0,False,79.00695068599121,0.21118320570532023,65.50333333333333,model_2014_2023_unscaled_elasticnet_1_features_included
2022,2023,False,elasticnet,1.0,False,81.0394129730836,0.18584723462649178,65.49666666666667,model_2022_2023_unscaled_elasticnet_1_features_included
2019,2023,True,lasso,0.1,False,69.24931942380982,0.24039650871289653,65.49333333333334,model_2019_2023_scaled_lasso_0.1_features_included
2022,2023,False,elasticnet,100.0,True,84.89177280023192,0.14714496259092869,65.48666666666666,model_2022_2023_unscaled_elasticnet_100_features_removed
2023,2023,False,ridge,10.0,True,89.23799431751081,0.08778488703416798,65.41666666666667,model_2023_2023_unscaled_ridge_10_features_removed
2014,2023,False,lasso,1.0,False,78.94902763059557,0.21176151784717911,65.39,model_2014_2023_unscaled_lasso_1_features_included
2023,2023,False,elasticnet,100.0,True,78.99326877306902,0.1925092652690238,65.39,model_2023_2023_unscaled_elasticnet_100_features_removed
2023,2023,False,ridge,0.1,False,93.27413234819917,0.046526383436361174,65.39,model_2023_2023_unscaled_ridge_0.1_features_included
2022,2023,False,lasso,1.0,True,82.71459292346593,0.1690177397046193,65.38,model_2022_2023_unscaled_lasso_1_features_removed
2023,2023,False,lasso,0.1,True,88.26967579372891,0.09768330304311323,65.29333333333334,model_2023_2023_unscaled_lasso_0.1_features_removed
2023,2023,False,elasticnet,0.1,True,88.16067247076859,0.09879756473543799,65.28666666666666,model_2023_2023_unscaled_elasticnet_0.1_features_removed
2019,2023,True,ridge,100.0,True,70.73094903024503,0.2241443486742586,65.28333333333333,model_2019_2023_scaled_ridge_100_features_removed
2023,2023,True,ridge,0.1,True,94.36641117943202,0.035360811360883315,65.28333333333333,model_2023_2023_scaled_ridge_0.1_features_removed
2019,2023,True,lasso,0.01,True,71.11624716984122,0.21991797050247464,65.28,model_2019_2023_scaled_lasso_0.01_features_removed
2014,2023,False,lasso,1.0,True,81.52033044640764,0.18608925956206834,65.27333333333333,model_2014_2023_unscaled_lasso_1_features_removed
2023,2023,False,elasticnet,100.0,False,78.9957482719582,0.19248391915522323,65.26,model_2023_2023_unscaled_elasticnet_100_features_included
2019,2023,True,lasso,1.0,True,71.19220365574402,0.21908479535566106,65.25333333333333,model_2019_2023_scaled_lasso_1_features_removed
2014,2023,False,elasticnet,10.0,True,83.39020186496042,0.16742019354548088,65.25333333333333,model_2014_2023_unscaled_elasticnet_10_features_removed
2023,2023,False,ridge,100.0,True,87.71235044603539,0.10338043472892933,65.18,model_2023_2023_unscaled_ridge_100_features_removed
2019,2023,False,lasso,0.1,True,70.9673708165885,0.22155101178925973,65.15666666666667,model_2019_2023_unscaled_lasso_0.1_features_removed
2014,2023,False,lasso,10.0,True,83.74781258877167,0.16384975648503364,65.12666666666667,model_2014_2023_unscaled_lasso_10_features_removed
2014,2023,True,elasticnet,1.0,True,81.9323750344339,0.1819753469479094,65.03999999999999,model_2014_2023_scaled_elasticnet_1_features_removed
2023,2023,False,lasso,10.0,True,79.91841768588037,0.18305214079570042,65.03666666666666,model_2023_2023_unscaled_lasso_10_features_removed
2023,2023,False,elasticnet,10.0,True,80.81100822396506,0.1739278369074475,65.03666666666666,model_2023_2023_unscaled_elasticnet_10_features_removed
2023,2023,False,ridge,1.0,True,91.39918813817931,0.06569257444534371,65.03,model_2023_2023_unscaled_ridge_1_features_removed
